Robert Stone$Wolfsbane Family$William Perez                                    $1{Kenneth Reed,Jonathan Morris,Larry Mitchell,Jacob Turner,Benjamin Miller,Jeffrey Walker,Charles Edwards,Donald Harris,Scott Campbell,Joseph Black,Kenneth Collins,Robert Hill,Steven Green,Matthew Sanchez,Mark Morris,Brandon Perez}$Brian Edwards|mASVFwvvwcyns|Benjamin Perez|Ryan Roberts|Steven Rivera
Steven Reed$Blackfen Family$Robert Stewart                                   $8{Benjamin Howard,Andrew Scott,Scott Campbell,Gary Edwards,Jacob Howard,Richard Morris,Jacob Cook,Jason Rogers,Richard Morgan,Thomas Perez}$NnKeglwYaRHc|Donald Harris|Nicholas King|Thomas Lopez|Matthew Sanchez|Timothy Morris|James Walker|George Mitchell|Daniel Miller|Daniel Cooper|Michael Collins|Kenneth Young|Donald Wright
Stephen Young$Skullfall Family$Samuel Reed                                      $2{Andrew Baker,Benjamin Howard,Jonathan Morris,Mark Murphy,Timothy Morris,Jacob Roberts}$George Phillips|Eric Murphy|Joseph Mitchell|Gary Walker|Jason Walker|Andrew Scott|Ronald Baker|Xn|Daniel Cooper|Joshua Reed|Samuel Reed|Gary Murphy|Robert Hill|Jonathan White|Jacob Howard|Larry Scott|James Walker|Richard Morgan
Steven Green$Nightfall Family$Joseph Black                                     $4{Andrew Bell,Benjamin Howard,Gary Walker,George Mitchell,Nicholas King,Gary Edwards,Richard Morgan,Andrew Murphy,Kevin Walker,Joseph Cooper,Robert Hill}$nhejBd.|Scott Campbell|Joshua Morgan
Robert Rogers$Ruinspire Family$William White                                    $8{Richard Morgan,Jason Walker,Charles Edwards,Samuel Reed,Ronald Baker}$Brandon Evans|Matthew Stone|Gary Edwards|Scott Black|Jason Rogers|cTCEIn|Steven Green
Jacob Turner$Grimmoor Family$Daniel Roberts                                   $3{Robert Hill,William Perez,Daniel Miller,Andrew Murphy,Donald Harris,William White,Matthew Murphy,Jacob Cook}$William Harris|Eric Rivera|Joseph Black|Joseph Cooper|Nicholas King|Larry Scott|Thomas Reed|Robert Cooper|Anthony Rivera|Andrew Bell
Thomas Morgan$Coldfall Family$David Bell                                       $0{Brandon Evans,Robert Morgan,Matthew Sanchez,Kenneth Reed,Samuel Reed,Matthew Stone,Kevin Evans,Joshua Morgan,Larry Mitchell,Robert Stewart,Eric Murphy,Richard Perez,Jason Rogers,Jason Phillips,Steven Green,Joshua Reed,Gary Young,Benjamin Perez,Mark Murphy}$Joseph Mitchell|Richard Morgan|Jonathan White|William Cooper|Andrew Harris|Thomas Perez|Daniel Cooper|Robert Wright|Joseph Cooper
Daniel Miller$Skullshade Family$Brian Bell                                       $5{Robert Wright,Mark Murphy,Jeffrey Walker,Nicholas Bell,Jason Phillips,Thomas Morgan,Thomas Perez}$Larry Mitchell|William Reed|Gary Lopez|William Harris|Gary Reed|Andrew Harris|Daniel Cooper|Joshua Reed|Matthew Murphy|Robert Cooper|Donald Harris|James Walker|Benjamin Perez|David Bell|Robert Hill|Jacob Turner|Scott Campbell
Scott Black$Dreadfen Family$Joseph Cooper                                    $4{Richard Perez,Jacob Phillips,Robert Rogers,Larry Scott,Donald Harris,Samuel Reed}$Ryan Roberts|Charles Edwards|Brian White|Andrew Bell|Gary Lopez
Richard Morgan$Grimscar Family$Nicholas King                                    $6{Jason Rogers,Steven Reed,Donald Wright,Stephen Young,Benjamin Miller,Robert Scott,Robert Cooper,Thomas Reed,Jonathan White,Brandon Scott,Kenneth Young,Robert Stewart,Robert Morgan,Eric Rivera,Thomas Perez,Gary Lopez,Daniel Cooper}$William Perez|Brian Bell|Gary Reed|Scott Campbell|Kenneth Collins|George Phillips|Joseph Mitchell|Larry Scott|Jeffrey Walker|Gary Walker|Brian Edwards|Robert Hill|William Harris|Benjamin Perez|Jacob Roberts|Donald Harris|Jason Phillips|Andrew Harris
Robert Morgan$Harrowfen Family$Jacob Phillips                                   $6{William White,Robert Scott,Nicholas Bell,Donald Wright,Andrew Murphy,Gary Young,Stephen Young,Daniel Miller,Larry Mitchell,Brian Edwards,Richard Perez,Andrew Scott,William Harris}$Gary Lopez|Jacob Phillips|Richard Morris|Mark Morris|Gary Edwards|Benjamin Perez|Anthony Rivera|Timothy Morris|Ronald Baker|Brandon Scott|Joseph Mitchell|Thomas Reed|Jacob Cook|Robert Stone|Gary Walker|George Mitchell
Timothy Morris$Cinderspire Family$Richard Morgan                                   $5{Andrew Baker,Thomas Morgan,William Reed,Steven Green,Kenneth Reed,Brandon Perez,Brian Edwards,Thomas Reed,Charles Edwards,Thomas Perez,Joseph Mitchell,Scott Black,Robert Stewart}$Gary Edwards|Brian White|William Cooper|David Bell|Jason Rogers|Jacob Cook|Robert Hill|Matthew Murphy|Andrew Harris|Matthew Stone|Kenneth Collins|Gary Young|Robert Scott
Kenneth Collins$Thornwick Family$Robert Wright                                    $1{Joseph Black,Jacob Turner,Larry Mitchell,Matthew Sanchez,Robert Rogers,Matthew Stone,Joshua Morgan,Jacob Cook,Gary Reed,Robert Scott,Benjamin Miller,Jason Phillips,Richard Morris,David Bell,Joseph Mitchell,Robert Stewart}$Jeffrey Walker|Robert Stone|Gary Walker|Jonathan Morris|James Walker|Brandon Scott|William Reed|Benjamin Perez|Jason Rogers|Eric Murphy|Thomas Lopez|Jacob Phillips|Robert Cooper|Ronald Baker|Samuel Reed
Daniel Roberts$Gravewick Family$Larry Scott                                      $7{Brian White,Benjamin Miller,Robert Scott,Matthew Sanchez,Thomas Perez,Larry Mitchell,David Bell,Steven Green,Michael Collins,Steven Rivera,Kenneth Collins,Eric Murphy,Ronald Baker,George Phillips,Donald Harris,Thomas Lopez}$William Reed|Scott Campbell|Robert Stone|Thomas Morgan|Kenneth Young
Joseph Cooper$Cindershade Family$Steven Rivera                                    $6{Eric Murphy,Anthony Rivera}$Gary Walker|George Phillips|Jason Phillips
Jeffrey Walker$Cinderwick Family$Gary Murphy                                      $4{Gary Walker,Brandon Scott,Brandon Evans}$Larry Mitchell|Robert Rogers|Thomas Lopez|Eric Rivera|Andrew Scott|Jacob Howard|William Perez|Steven Rivera|Ryan Roberts
Gary Reed$Wolfsbane Family$Eric Rivera                                      $8{Robert Stewart,Mark Morris,Gary Young,Gary Murphy,Jason Phillips,William Perez,Brandon Perez,Benjamin Howard,Thomas Morgan}$Jacob Phillips|Steven Green|Robert Scott|Brian Bell|Kenneth Collins|Richard Perez|Anthony Rivera|Thomas Reed|Jacob Cook|Andrew Murphy|Andrew Harris|Robert Wright|Mark Murphy|Nicholas King
Benjamin Miller$Doomridge Family$Gary Lopez                                       $7{Mark Murphy,Kevin Walker,Jacob Howard,Kenneth Reed,Joseph Cooper,Eric Rivera,Scott Black,Joseph Black,Jason Rogers,Richard Morris,Stephen Young,James Walker,Daniel Miller,Jeffrey Walker,Jacob Turner,Jason Walker}$Thomas Morgan|Samuel Reed|Gary Walker|Jason Phillips|Jacob Roberts|George Phillips|Matthew Stone|Joshua Reed|Thomas Perez|Brandon Evans|Anthony Rivera|Gary Young|Kenneth Collins|Michael Carter
Brian Edwards$Duskborne Family$Gary Walker                                      $6{Richard Morris,Benjamin Perez,Larry Scott}$Joseph Mitchell|Steven Reed|Steven Rivera|Jason Walker|Michael Carter|Daniel Cooper|George Phillips|Eric Murphy|Donald Wright|William Cooper|Robert Stone|Matthew Sanchez|Matthew Stone|Brian White|Thomas Reed|Mark Morris|Ronald Baker
Joseph Black$Darkwater Family$Richard Morgan                                   $2{Jeffrey Walker,Robert Scott,Benjamin Miller,David Bell,Larry Scott,Kevin Evans}$Thomas Morgan|Joshua Reed|Matthew Stone
Andrew Bell$Ironspire Family$Thomas Morgan                                    $8{Brian Edwards,Brian Bell}$William White|Jacob Phillips|Robert Stone|Thomas Perez|Brandon Perez|Jonathan Morris|Jason Rogers|William Reed|Brian White|Larry Mitchell|Robert Rogers|Joseph Mitchell|Thomas Morgan|Richard Morgan|Robert Cooper
Jacob Cook$Ashenspire Family$Brandon Perez                                    $7{Andrew Baker,Gary Murphy,Joseph Black}$Richard Morgan|Kenneth Reed|Matthew Stone|Daniel Miller|Jacob Phillips|Thomas Reed|Larry Scott|Andrew Scott|Steven Reed|Mark Murphy|Robert Rogers|Andrew Bell|Thomas Lopez|Samuel Reed
Ronald Baker$Skullmoor Family II$Steven Rivera                                    $7{David Bell,Donald Wright,Brandon Perez,Robert Wright,James Walker,William White,Benjamin Howard,William Harris,George Phillips,Thomas Morgan}$Andrew Scott|Mark Morris|Andrew Harris|Jonathan Morris|Brian Bell|Richard Morgan
Robert Scott$Ashenmoor Family$Jeffrey Walker                                   $3{Gary Murphy,George Mitchell,Kevin Walker,Jason Walker,Brian Edwards,Mark Murphy,Daniel Roberts,Robert Cooper,Andrew Baker,Robert Stewart}$Joshua Reed|Andrew Scott|Joseph Cooper|Gary Reed|Brandon Evans|Ronald Baker|Michael Carter|Scott Campbell|Gary Lopez|Ryan Collins|Thomas Perez|Matthew Stone|Scott Black|Daniel Cooper|Charles Edwards|Steven Reed|Jacob Phillips|Brian Bell|Jacob Cook
Ryan Roberts$Frostscar Family$Daniel Miller                                    $5{Jason Walker,Matthew Sanchez,Jacob Roberts,Andrew Harris,Nicholas King,George Mitchell,Mark Murphy,Kevin Evans,Brandon Scott,Scott Campbell,Timothy Morris,Joshua Morgan,Donald Wright}$Michael Collins|Jason Phillips|Ronald Baker|Gary Young|James Walker|Daniel Cooper|Stephen Young|Daniel Roberts|Kenneth Reed|Richard Perez
Matthew Murphy$Nightwick Family$Thomas Reed                                      $2{Jeffrey Walker,Jason Walker,Steven Rivera,Charles Edwards}$Nicholas King|Jason Rogers|Ryan Roberts|Robert Stewart|Ryan Collins
Michael Carter$Stonehart Family$Stephen Young                                    $0{Jonathan Morris,Joseph Black,Andrew Bell,Kenneth Reed,Timothy Morris,Larry Mitchell,Gary Reed,Jason Rogers,Ryan Roberts,Donald Harris,Robert Stewart,Kevin Evans,Robert Stone}$Thomas Reed|Jacob Roberts|Matthew Sanchez|Gary Edwards|Eric Murphy|Anthony Rivera|James Walker|Richard Perez|William White|Samuel Reed|Nicholas King|Scott Black|Thomas Morgan|William Perez|Steven Green|Thomas Perez|Mark Morris
Eric Murphy$Thornscar Family$Andrew Harris                                    $6{Ryan Collins,Stephen Young,Robert Morgan,William White,Michael Collins}$James Walker|William Harris|Thomas Perez|Michael Carter|Eric Rivera|Steven Reed|Donald Harris
James Walker$Bloodfen Family$Joseph Cooper                                    $8{Larry Scott,Joshua Reed,Matthew Murphy,Richard Morris,Gary Edwards,Andrew Murphy,Steven Green,Robert Stone,Brian Bell,Jacob Phillips,Jason Rogers,Eric Murphy,Mark Morris,Kenneth Young,Thomas Morgan,Thomas Reed,Kevin Evans}$George Phillips|Jason Walker|Matthew Sanchez|Nicholas Bell|Andrew Scott
Brian Bell$Crowshade Family II$Joseph Mitchell                                  $5{Daniel Roberts,Robert Cooper,Thomas Perez,Richard Morris,Donald Wright,James Walker,Gary Murphy}$William Harris|Robert Stone|Richard Perez|William Reed|Thomas Morgan|Benjamin Miller|Kevin Walker|Jason Rogers|Ronald Baker|Brian Edwards|Jonathan White|Anthony Rivera|Robert Hill|George Mitchell|Matthew Murphy|Robert Rogers|Jason Phillips|Thomas Lopez
Jacob Howard$Blackfall Family$Daniel Miller                                    $6{Gary Reed,Richard Perez,Andrew Baker,Matthew Murphy,Robert Rogers,Robert Wright}$Gary Young|Larry Scott|Jason Rogers
Matthew Stone$Rotspire Family II$Brandon Perez                                    $8{Ryan Collins,Brian White,Kevin Evans,Jacob Roberts}$Richard Perez|Scott Campbell|Matthew Murphy|Joshua Reed|George Mitchell|Andrew Murphy|Scott Black|Robert Morgan
Robert Wright$Coldwick Family$Kenneth Collins                                  $2{Samuel Reed,Richard Morris,Brandon Scott,Kenneth Reed,Robert Morgan,Benjamin Perez,Jacob Howard,Robert Cooper,Joshua Reed,Joseph Mitchell,Andrew Murphy,Steven Green,Jason Rogers,Stephen Young,Kevin Evans,Thomas Lopez,Andrew Bell,William Harris}$David Bell|Benjamin Howard|Gary Young|Matthew Stone|Eric Rivera|George Phillips|Donald Wright|William Reed|Larry Mitchell|James Walker|Steven Rivera|Joseph Cooper|Benjamin Miller|Jacob Cook|Matthew Sanchez
Kevin Evans$Darkmoor Family$Andrew Baker                                     $6{Robert Scott,Jason Phillips,Michael Collins,Brandon Scott,Robert Cooper,Ryan Collins,Kenneth Young,Scott Campbell,Eric Murphy,Jeffrey Walker,Donald Wright,Steven Green}$Robert Morgan|Kenneth Reed|Richard Morgan|Joshua Reed|Robert Stewart|Daniel Miller|Thomas Morgan|Brandon Evans|Mark Murphy|Scott Black|Ronald Baker|George Phillips|Nicholas King|Jason Walker|George Mitchell
Richard Perez$Coldwick Family$Gary Young                                       $3{Joshua Reed,Thomas Perez,Mark Morris}$Andrew Baker|Andrew Murphy|William White|Scott Black|Matthew Murphy|Kenneth Collins|Daniel Miller|Daniel Roberts|Nicholas Bell|Eric Murphy|Jason Rogers|Jacob Roberts|Brandon Scott|Donald Harris|Andrew Harris|William Reed|Nicholas King
Anthony Rivera$Coldfall Family$Kevin Walker                                     $8{Eric Rivera,Donald Harris,Gary Walker,Joseph Black,Mark Murphy,Brandon Evans,Robert Scott,Brian Bell,Gary Young,Brandon Perez,Jason Rogers,Jason Walker,Andrew Baker,Steven Green,Matthew Stone,Daniel Miller,Robert Morgan}$Benjamin Howard|Jacob Turner|Ryan Roberts|Robert Hill|Jonathan White|Richard Morris|George Phillips|Joshua Morgan|Scott Campbell|Gary Reed|Gary Lopez|Stephen Young
Thomas Lopez$Harrowfen Family$Mark Murphy                                      $7{Joseph Mitchell,Andrew Harris,Ryan Roberts,Richard Perez,Jacob Cook,Gary Edwards,Gary Reed,Timothy Morris,Gary Lopez,Ronald Baker,Joshua Reed,William Cooper}$Jason Rogers|Matthew Murphy|Brian White|Jonathan Morris|Larry Mitchell|William Perez|Benjamin Perez|Steven Rivera|Kevin Walker|Donald Harris|Brian Bell|Robert Scott|Richard Morgan
Brandon Evans$Ruinfall Family II$Brian White                                      $4{Timothy Morris,Scott Campbell,Matthew Murphy,Samuel Reed,Gary Lopez,Charles Edwards}$Jeffrey Walker|Kenneth Reed|Robert Scott|Benjamin Howard|Joshua Reed
Benjamin Howard$Duskborne Family$Kenneth Young                                    $4{Richard Morgan,James Walker,Donald Harris,Daniel Roberts,Robert Stewart,Jeffrey Walker,Robert Wright,William Reed}$Jacob Turner|Richard Perez|Ryan Roberts|Timothy Morris|William Perez|Andrew Baker|Joseph Cooper|Jacob Phillips|Benjamin Miller|Gary Young|Jonathan Morris|Kenneth Reed|Jacob Cook|Joseph Black|Gary Lopez|Andrew Harris|David Bell|Jacob Howard
Gary Lopez$Cinderfall Family$Jeffrey Walker                                   $0{Andrew Scott,Brandon Scott,Donald Wright,Daniel Miller,Gary Young,Brandon Perez,Andrew Harris}$Scott Campbell|William Reed|Benjamin Miller|William Harris|James Walker|Nicholas Bell|Robert Wright|William White|David Bell|Jacob Roberts|Brian White
Samuel Reed$Coldspire Family$Robert Cooper                                    $8{Gary Edwards,Joseph Cooper,Jacob Turner,George Phillips}$Stephen Young|Robert Cooper|Robert Morgan|Kevin Walker|James Walker|George Mitchell|Robert Stewart|Steven Green|Daniel Roberts
Joseph Mitchell$Ruinfall Family II$Joshua Reed                                      $1{Steven Reed,Donald Wright,Thomas Perez,Thomas Lopez}$Benjamin Howard|Larry Scott|Andrew Scott|William Perez|Jason Rogers|Robert Rogers|Robert Morgan|Andrew Murphy|Mark Morris|Andrew Bell|Jason Walker|Matthew Sanchez|Richard Morgan|Kevin Evans
Robert Hill$Darkfen Family$Matthew Murphy                                   $5{Steven Reed,Jacob Turner,Donald Harris,Jason Rogers,Steven Rivera,Andrew Bell,Benjamin Miller,Robert Cooper}$Michael Collins|Jacob Phillips|Gary Walker|Matthew Sanchez|Daniel Roberts|Robert Wright|William Cooper|Scott Black|Benjamin Howard|Ronald Baker|Brian Edwards|James Walker|William White
Steven Rivera$Nightmoor Family$Brandon Evans                                    $7{Robert Hill,Daniel Roberts,Kevin Evans,Donald Harris}$Michael Collins|Eric Murphy|George Mitchell|Steven Reed|Jeffrey Walker|Stephen Young|Gary Walker|Anthony Rivera|Jacob Cook|Charles Edwards|Ronald Baker|Robert Wright|Gary Young|Andrew Murphy
Joshua Morgan$Darkspire Family II$Mark Morris                                      $8{Richard Morgan,Matthew Stone,Gary Murphy,Scott Campbell,William Reed,George Phillips,Jacob Howard,Michael Collins,Nicholas Bell,Steven Green,Jason Phillips,William Perez,Gary Walker,Ronald Baker}$Eric Murphy|Robert Rogers|Joseph Cooper|Benjamin Howard|Robert Scott|William White|Charles Edwards|Brandon Scott|Robert Hill|Samuel Reed|Michael Carter|Thomas Reed|Donald Wright
William Harris$Hollowshade Family$Larry Scott                                      $0{Jacob Roberts,Kevin Evans,Matthew Murphy,Robert Wright,William White,Jason Walker,Eric Murphy,Thomas Reed,Robert Stewart,Scott Campbell,Robert Rogers}$Samuel Reed|James Walker|Joshua Morgan|William Reed|Kenneth Young
Kenneth Reed$Grimfen Family$Steven Green                                     $0{Jacob Cook,Larry Scott,Gary Lopez,Gary Edwards,Kenneth Young,Mark Murphy,Michael Carter,Samuel Reed,Matthew Murphy,Robert Scott}$Robert Wright|Robert Stone|Ryan Collins|William Cooper|Anthony Rivera|William White|Joseph Cooper|Thomas Perez|Benjamin Howard|Robert Stewart|Benjamin Miller|Jonathan White|Mark Morris
Thomas Reed$Wraithfen Family$Robert Cooper                                    $5{Gary Lopez,Gary Walker,Thomas Perez,Richard Morris,Ryan Collins}$William White|Jacob Phillips|Jacob Cook|Daniel Miller|Kenneth Collins|Robert Stewart|Robert Stone|Robert Cooper|Richard Perez|Joseph Mitchell|Ryan Roberts|Jonathan Morris|Larry Scott|Eric Rivera|Andrew Scott|Thomas Morgan
Donald Wright$Blackfen Family II$Matthew Sanchez                                  $5{Richard Perez,Joseph Mitchell,Jeffrey Walker,Donald Harris,Gary Young,Andrew Harris,Daniel Miller,Kevin Walker,Gary Murphy,Jacob Roberts}$Andrew Murphy|Gary Edwards
Benjamin Perez$Hollowshade Family$Robert Stone                                     $6{Thomas Morgan,Robert Stewart,Jacob Phillips,Brandon Evans,George Phillips,Robert Morgan,Robert Rogers,Joseph Cooper,Jacob Turner,Samuel Reed,Robert Wright,Joseph Mitchell,Jacob Roberts,Kevin Evans,Andrew Baker}$Robert Stone|William Reed|Mark Morris
Mark Morris$Skullshade Family$Michael Collins                                  $7{James Walker,Brian Edwards,Matthew Murphy,Jacob Howard,William Reed,Joshua Morgan,Jason Walker,Joseph Cooper,Richard Morgan,Jason Phillips,Matthew Stone}$Kenneth Collins|Ronald Baker|William Harris|Timothy Morris|Brian Bell|Brandon Scott|Nicholas Bell|Eric Rivera|Kevin Evans|Thomas Lopez|Steven Reed|Kevin Walker|Steven Green
Gary Young$Deadspire Family II$Brian White                                      $4{Andrew Harris,Jason Rogers,Thomas Morgan,Daniel Cooper,Robert Scott,Richard Morgan,Joshua Reed}$William Reed|William White|Ronald Baker|Jonathan Morris
Eric Rivera$Darkmoor Family$Kenneth Collins                                  $3{Richard Morgan,Jason Rogers,Daniel Roberts,Jason Phillips,Jacob Howard,Robert Wright,Gary Reed,Jacob Roberts,Nicholas Bell,Steven Rivera,Thomas Perez,Brian White,Kenneth Reed,Ryan Roberts,Kenneth Young}$Kevin Walker|Donald Harris|George Mitchell|Steven Reed
Gary Murphy$Blackfall Family$Jonathan Morris                                  $5{Robert Stewart,Stephen Young,Charles Edwards,Matthew Stone,Steven Rivera,Joshua Morgan,Jacob Turner,Richard Morgan,Jason Phillips,Andrew Baker,Robert Hill,Thomas Reed,William Reed,Gary Reed,Jason Walker,Michael Collins}$Daniel Roberts|Brian White|Gary Walker|William Harris|Kevin Walker|Mark Morris|Eric Rivera|Steven Reed|Jonathan White|Kenneth Collins|Ryan Collins|Robert Cooper|Mark Murphy|Daniel Cooper|George Phillips
Brandon Perez$Grimmoor Family$Jonathan White                                   $8{Kenneth Reed,Matthew Murphy}$George Phillips|Joseph Black|Steven Rivera|Brian Bell|Richard Morris
Jason Walker$Skullhaven Family$Brandon Evans                                    $8{Larry Scott,Gary Young,Daniel Cooper,Benjamin Howard,David Bell,Donald Harris,Donald Wright,Kevin Evans,Daniel Miller,Thomas Lopez,Thomas Reed}$Jacob Turner|Samuel Reed|William Reed|Gary Reed|George Mitchell|Robert Stone
Kevin Walker$Hollowfall Family$Larry Scott                                      $6{Gary Reed,Benjamin Perez}$George Phillips|Jacob Cook|Jason Phillips|William Cooper|Benjamin Miller|Jonathan White|Nicholas King|Matthew Murphy|Robert Wright|Andrew Harris|Richard Morris|Eric Murphy|Matthew Stone|Gary Young
Robert Stewart$Darkwick Family$Charles Edwards                                  $8{Brandon Evans,Scott Campbell,William White,Joseph Cooper,Gary Lopez,Andrew Scott,Gary Reed,Scott Black,Samuel Reed,Brian White,Thomas Perez}$Robert Rogers|Ryan Roberts|Matthew Sanchez|Matthew Murphy|William Reed|Kevin Walker|Jacob Howard|William Perez|Daniel Cooper|William Harris|Andrew Bell|Jacob Cook|Robert Cooper|Ryan Collins|Robert Hill|Thomas Reed|Thomas Morgan|Jason Walker|Mark Morris
Andrew Baker$Nightfall Family II$Brian Bell                                       $3{William White,Daniel Roberts,Ronald Baker,Brian Edwards,Brian White,Jacob Turner,Andrew Scott,Timothy Morris,Robert Stone}$Jason Phillips|Robert Hill|Brandon Perez|Scott Campbell|Anthony Rivera|Jason Rogers
George Phillips$Cinderspire Family$Timothy Morris                                   $3{Thomas Lopez,Robert Hill,Gary Edwards,William Reed,Samuel Reed,Robert Rogers,Benjamin Perez,Jason Rogers,Gary Lopez,Brandon Evans,Matthew Stone,Michael Carter,Robert Wright}$Andrew Scott|Robert Scott|Gary Young|Gary Reed|Kenneth Collins|Jacob Turner|Charles Edwards|Benjamin Howard|Anthony Rivera
Jason Phillips$Ironwick Family$Richard Morgan                                   $2{Andrew Scott,Charles Edwards,George Phillips,Jason Walker,Mark Morris,Scott Campbell,Robert Rogers,Kenneth Young,Daniel Miller,Robert Wright,Gary Young,David Bell,Joshua Morgan,Eric Murphy,Matthew Sanchez,Brandon Scott,Robert Hill,Andrew Harris,James Walker}$Samuel Reed|Richard Perez|Robert Stone|Gary Reed|Robert Morgan|Michael Carter|Brandon Perez|Gary Edwards
Gary Walker$Wolfsbane Family$Kevin Evans                                      $0{Kenneth Reed,Joshua Morgan,Robert Rogers,Michael Collins,William Reed,Jacob Roberts,Jason Walker}$Timothy Morris|Gary Murphy|Brandon Scott|Joshua Reed|William White|Jason Phillips
Brandon Scott$Wraithshade Family$William Harris                                   $0{Timothy Morris,Joseph Black,Brandon Perez,Matthew Murphy,Scott Campbell,Thomas Lopez,Samuel Reed,Brandon Evans,Charles Edwards,Robert Hill,Jonathan Morris,Kevin Walker,Matthew Sanchez,Benjamin Miller,Richard Perez,Scott Black,Donald Harris}$Gary Walker|William Harris
William Reed$Nightmoor Family$Eric Murphy                                      $2{Kenneth Reed,Matthew Sanchez}$Daniel Miller|Anthony Rivera|William White
Matthew Sanchez$Nightshade Family$Nicholas Bell                                    $4{Robert Stewart,Gary Walker,Steven Green,Benjamin Miller}$Michael Collins|Thomas Perez|Andrew Murphy|Brandon Evans|Joshua Reed|William Reed|Scott Campbell|Richard Morris|Daniel Cooper|Joseph Black|Anthony Rivera|Steven Rivera
